Ensembl id,Coding or Non-coding,Score
ENST00000602813.1,Non-coding,0.3840634
ENST00000691740.1,Coding,0.52691567
ENST00000418471.1,Non-coding,0.18653306
ENST00000413004.1,Coding,0.6648405
ENST00000427046.1,Non-coding,0.13566384
ENST00000417651.1,Non-coding,0.34075746
ENST00000422638.1,Non-coding,0.2828552
ENST00000641702.1,Coding,0.6082786
ENST00000445180.2,Non-coding,0.054847963
ENST00000441046.1,Non-coding,0.13320073
ENST00000427319.1,Coding,0.58486485
ENST00000420354.1,Non-coding,0.07044958
ENST00000414532.6,Coding,0.95715314
ENST00000454613.1,Coding,0.53930646
ENST00000414763.1,Coding,0.9544858
ENST00000649861.1,Non-coding,0.31100583
ENST00000443076.1,Coding,0.53859156
ENST00000655364.1,Non-coding,0.20207398
ENST00000440358.1,Coding,0.5721517
ENST00000658212.1,Non-coding,0.42367348
ENST00000671661.1,Coding,0.7041183
ENST00000635009.2,Non-coding,0.4550807
ENST00000430320.3,Coding,0.82340336
ENST00000659931.1,Non-coding,0.2775161
ENST00000635288.2,Coding,0.5744444
ENST00000635357.3,Coding,0.7149649
ENST00000659416.1,Coding,0.64005566
ENST00000692012.1,Coding,0.70414376
ENST00000635044.1,Coding,0.9118601
ENST00000634319.1,Coding,0.7943811
ENST00000634587.2,Coding,0.6127197
ENST00000634980.2,Non-coding,0.4705346
ENST00000438790.1,Coding,0.51572347
ENST00000667276.1,Non-coding,0.4889102
ENST00000431202.1,Non-coding,0.07168761
ENST00000430143.1,Non-coding,0.24796072
ENST00000639839.1,Non-coding,0.41819796
ENST00000640226.1,Coding,0.84607476
ENST00000639741.1,Coding,0.9109813
ENST00000640157.1,Coding,0.9401379
ENST00000640623.1,Coding,0.53520584
ENST00000638644.1,Non-coding,0.46143928
ENST00000640630.1,Non-coding,0.1720629
ENST00000639946.1,Non-coding,0.035955362
ENST00000639047.1,Non-coding,0.49248573
ENST00000435872.1,Non-coding,0.2582607
ENST00000664491.1,Coding,0.8423226
ENST00000623791.3,Non-coding,0.23357373
ENST00000610043.5,Non-coding,0.25291908
ENST00000609549.5,Non-coding,0.029836355
ENST00000609625.5,Non-coding,0.05904954
ENST00000608332.5,Non-coding,0.343799
ENST00000623425.3,Non-coding,0.22032145
ENST00000585660.5,Non-coding,0.42092034
ENST00000591592.5,Non-coding,0.16738023
ENST00000608246.5,Non-coding,0.33521783
ENST00000608888.5,Coding,0.5798204
ENST00000607926.5,Non-coding,0.24362056
ENST00000610216.5,Non-coding,0.37841916
ENST00000585413.5,Non-coding,0.1783712
ENST00000609033.5,Non-coding,0.14952894
ENST00000589462.5,Non-coding,0.48344824
ENST00000624388.3,Non-coding,0.23886679
ENST00000593188.5,Non-coding,0.3717303
ENST00000609373.5,Non-coding,0.27758926
ENST00000587445.5,Non-coding,0.3400218
ENST00000591929.5,Non-coding,0.3271503
ENST00000609338.3,Non-coding,0.32258987
ENST00000445166.1,Non-coding,0.12159193
ENST00000623786.2,Non-coding,0.29383436
ENST00000588288.1,Non-coding,0.10296767
ENST00000581333.1,Coding,0.53025067
ENST00000527035.1,Coding,0.89973867
ENST00000453837.1,Non-coding,0.40550312
ENST00000602889.1,Non-coding,0.45055878
ENST00000447478.1,Non-coding,0.12292848
ENST00000641788.1,Non-coding,0.31615606
ENST00000366152.3,Non-coding,0.41858685
ENST00000515055.1,Non-coding,0.22769149
ENST00000373604.4,Coding,0.66095
ENST00000421616.1,Coding,0.87346977
ENST00000448134.1,Non-coding,0.21483774
ENST00000421619.1,Non-coding,0.038621932
ENST00000661031.1,Non-coding,0.41587046
ENST00000633169.1,Non-coding,0.33724755
ENST00000623226.1,Non-coding,0.15260988
ENST00000427524.1,Non-coding,0.027078742
ENST00000622988.1,Non-coding,0.075848825
ENST00000624339.1,Coding,0.6439024
ENST00000641271.1,Non-coding,0.26384136
ENST00000641727.1,Non-coding,0.39751545
ENST00000602618.1,Non-coding,0.40611333
ENST00000627421.1,Coding,0.919471
ENST00000588828.1,Coding,0.7303553
ENST00000624453.3,Coding,0.75500286
ENST00000630229.1,Non-coding,0.16991358
ENST00000457957.2,Coding,0.60848445
ENST00000587696.2,Non-coding,0.46020946
ENST00000625117.1,Non-coding,0.06204013
ENST00000624012.1,Non-coding,0.4983545
ENST00000628643.2,Non-coding,0.091717094
ENST00000630909.2,Non-coding,0.12033358
ENST00000627130.1,Non-coding,0.360144
ENST00000432703.1,Non-coding,0.20301305
ENST00000425631.5,Non-coding,0.021990903
ENST00000668264.1,Non-coding,0.024880534
ENST00000654712.1,Non-coding,0.028899992
ENST00000659019.1,Non-coding,0.027965564
ENST00000663192.1,Non-coding,0.053376663
ENST00000662460.1,Non-coding,0.078343295
ENST00000661540.1,Non-coding,0.054550562
ENST00000665318.1,Non-coding,0.20433338
ENST00000663471.1,Non-coding,0.034380805
ENST00000434181.6,Non-coding,0.00897122
ENST00000664189.1,Non-coding,0.13259408
ENST00000661122.1,Non-coding,0.04902054
ENST00000659870.1,Non-coding,0.033296365
ENST00000432447.5,Non-coding,0.022970958
ENST00000414868.1,Non-coding,0.008295481
ENST00000653768.1,Non-coding,0.023154102
ENST00000660205.1,Non-coding,0.026478438
ENST00000667628.1,Non-coding,0.024212718
ENST00000653656.1,Non-coding,0.15890542
ENST00000438719.1,Non-coding,0.059423197
ENST00000431046.1,Non-coding,0.45706972
ENST00000666642.1,Non-coding,0.31506842
ENST00000542839.1,Coding,0.9326262
ENST00000429293.1,Non-coding,0.03926821
ENST00000641402.1,Non-coding,0.30605516
ENST00000432683.1,Coding,0.6709821
ENST00000444348.2,Coding,0.89977676
ENST00000425881.1,Coding,0.8562617
ENST00000373226.2,Non-coding,0.11572964
ENST00000655341.1,Non-coding,0.110068426
ENST00000606838.1,Non-coding,0.062182616
ENST00000466576.2,Non-coding,0.13202068
ENST00000479395.2,Coding,0.6732604
ENST00000657488.1,Coding,0.70335865
ENST00000641463.1,Non-coding,0.23636998
ENST00000642109.1,Non-coding,0.08321217
ENST00000664693.1,Non-coding,0.041768193
ENST00000451375.1,Non-coding,0.45209286
ENST00000642067.1,Non-coding,0.06372681
ENST00000657513.1,Non-coding,0.116811946
ENST00000655056.1,Non-coding,0.2668923
ENST00000413901.1,Non-coding,0.093955874
ENST00000668045.1,Coding,0.6171924
ENST00000691215.1,Coding,0.5574718
ENST00000689160.1,Coding,0.8048281
ENST00000424989.2,Coding,0.65950435
ENST00000689916.1,Non-coding,0.43453097
ENST00000689210.1,Coding,0.6904146
ENST00000687858.1,Coding,0.9299979
ENST00000641190.1,Non-coding,0.17925234
ENST00000433474.1,Coding,0.95257705
ENST00000419993.1,Non-coding,0.47131306
ENST00000432922.5,Coding,0.94149643
ENST00000428151.1,Coding,0.935846
ENST00000641212.1,Coding,0.7443503
ENST00000655033.1,Non-coding,0.06672279
ENST00000671301.1,Non-coding,0.16873887
ENST00000431311.1,Non-coding,0.29864097
ENST00000649079.1,Non-coding,0.23448117
ENST00000658664.1,Non-coding,0.29494387
ENST00000452971.2,Non-coding,0.21145181
ENST00000658241.1,Non-coding,0.20050733
ENST00000665359.1,Non-coding,0.3042627
ENST00000634732.1,Non-coding,0.28942412
ENST00000658982.1,Non-coding,0.3104179
ENST00000634464.2,Non-coding,0.20016325
ENST00000660113.1,Non-coding,0.40457538
ENST00000658851.1,Non-coding,0.21439292
ENST00000658172.1,Non-coding,0.17004083
ENST00000659619.1,Non-coding,0.37008747
ENST00000654266.1,Non-coding,0.104938395
ENST00000658281.1,Non-coding,0.33562326
ENST00000671197.1,Non-coding,0.29136547
ENST00000658751.1,Non-coding,0.19418293
ENST00000634298.1,Non-coding,0.44423148
ENST00000641723.1,Coding,0.8689847
ENST00000641481.1,Coding,0.6480967
ENST00000641963.1,Coding,0.5281391
ENST00000622355.1,Coding,0.70244265
ENST00000663032.2,Coding,0.75814104
ENST00000667635.1,Coding,0.7260469
ENST00000433671.2,Coding,0.8878953
ENST00000456813.2,Coding,0.7493933
ENST00000443161.1,Coding,0.89820397
ENST00000669616.1,Non-coding,0.12611693
ENST00000289890.7,Coding,0.77278304
ENST00000415255.2,Non-coding,0.4520486
ENST00000650144.1,Non-coding,0.28428888
ENST00000424418.1,Non-coding,0.07322156
ENST00000648746.1,Non-coding,0.11669584
ENST00000566366.1,Coding,0.9505898
ENST00000687309.1,Non-coding,0.1328771
ENST00000688636.1,Non-coding,0.17073594
ENST00000641382.1,Non-coding,0.36338428
ENST00000685822.1,Coding,0.70785403
ENST00000687094.1,Coding,0.61923736
ENST00000687354.1,Non-coding,0.23909661
ENST00000689515.1,Non-coding,0.23909661
ENST00000641632.1,Non-coding,0.23187923
ENST00000641026.1,Coding,0.6526147
ENST00000418255.1,Coding,0.7008794
ENST00000567508.1,Coding,0.7759963
ENST00000642138.1,Non-coding,0.4570921
ENST00000565390.2,Non-coding,0.051165074
ENST00000624658.1,Non-coding,0.008293653
ENST00000450713.1,Coding,0.611535
ENST00000453437.1,Non-coding,0.05568017
ENST00000437060.1,Non-coding,0.041859858
ENST00000666986.1,Non-coding,0.062496506
ENST00000658681.1,Non-coding,0.22330071
ENST00000440100.1,Coding,0.6269992
ENST00000606277.1,Coding,0.714721
ENST00000414199.1,Non-coding,0.052322414
ENST00000653821.1,Non-coding,0.06818394
ENST00000626479.1,Coding,0.73266345
ENST00000657314.1,Coding,0.6463347
ENST00000425554.1,Non-coding,0.37542254
ENST00000670398.1,Non-coding,0.31045067
ENST00000445073.1,Coding,0.91053945
ENST00000422305.1,Non-coding,0.025673259
ENST00000429109.1,Non-coding,0.18040568
ENST00000440249.1,Non-coding,0.025382167
ENST00000670076.1,Non-coding,0.17491947
ENST00000436207.2,Coding,0.66956246
ENST00000649886.1,Coding,0.5140863
ENST00000667389.1,Non-coding,0.46686843
ENST00000414339.2,Non-coding,0.33955625
ENST00000447572.1,Non-coding,0.10032299
ENST00000659750.1,Non-coding,0.3912017
ENST00000414798.1,Non-coding,0.30594027
ENST00000416809.2,Non-coding,0.04854484
ENST00000444563.6,Coding,0.69168764
ENST00000425076.1,Coding,0.57756925
ENST00000691915.1,Coding,0.6750136
ENST00000431759.5,Non-coding,0.1733473
ENST00000416689.2,Coding,0.51155394
ENST00000653200.1,Non-coding,0.074250974
ENST00000664148.1,Non-coding,0.14835744
ENST00000640236.1,Coding,0.8141891
ENST00000640492.1,Non-coding,0.4108295
ENST00000658437.1,Non-coding,0.10377419
ENST00000671634.1,Non-coding,0.4301747
ENST00000424948.2,Coding,0.83701307
ENST00000686069.1,Non-coding,0.11567208
ENST00000436713.1,Non-coding,0.1353668
ENST00000396885.2,Coding,0.95299774
ENST00000444386.1,Non-coding,0.37474772
ENST00000663424.1,Coding,0.89886093
ENST00000439057.6,Coding,0.8405264
ENST00000398804.7,Coding,0.8928311
ENST00000659644.2,Coding,0.89496833
ENST00000434346.1,Non-coding,0.023096934
ENST00000453015.1,Coding,0.5820849
ENST00000418149.2,Coding,0.9564573
ENST00000437753.1,Non-coding,0.06314951
ENST00000657883.1,Non-coding,0.21319358
ENST00000446167.2,Non-coding,0.34554034
ENST00000445226.1,Non-coding,0.40262446
ENST00000412378.1,Non-coding,0.42908302
ENST00000647729.1,Non-coding,0.20758455
ENST00000693417.1,Coding,0.77935225
ENST00000657086.2,Non-coding,0.056187417
ENST00000623351.1,Coding,0.9171132
ENST00000624869.1,Coding,0.9644568
ENST00000607988.5,Non-coding,0.39904374
ENST00000609636.5,Non-coding,0.19421278
ENST00000609472.5,Non-coding,0.08953557
ENST00000610167.5,Non-coding,0.18927531
ENST00000434244.5,Coding,0.82135737
ENST00000630871.2,Non-coding,0.07893942
ENST00000626342.1,Non-coding,0.24120255
ENST00000626430.1,Coding,0.87961197
ENST00000628234.2,Non-coding,0.18359408
ENST00000656061.1,Non-coding,0.15323046
ENST00000431800.2,Coding,0.6189819
ENST00000437643.1,Coding,0.5404541
ENST00000616338.2,Coding,0.7082918
ENST00000453688.5,Coding,0.69058233
ENST00000447959.1,Non-coding,0.37810567
ENST00000609027.1,Coding,0.52157944
ENST00000630008.2,Non-coding,0.22654755
ENST00000627824.2,Non-coding,0.104684286
ENST00000625367.2,Non-coding,0.052137554
ENST00000628123.1,Non-coding,0.038935404
ENST00000627999.1,Non-coding,0.12328917
ENST00000625982.1,Non-coding,0.4992289
ENST00000414156.1,Coding,0.75395155
ENST00000440985.5,Coding,0.9079427
ENST00000428791.1,Coding,0.9633167
ENST00000626198.1,Non-coding,0.43605903
ENST00000685973.1,Non-coding,0.18227804
ENST00000430643.1,Coding,0.95304894
ENST00000450004.1,Non-coding,0.18234335
ENST00000452785.2,Non-coding,0.08569861
ENST00000634819.2,Non-coding,0.20880872
ENST00000416581.1,Non-coding,0.21629919
ENST00000663451.1,Non-coding,0.06870079
ENST00000656737.1,Non-coding,0.13433641
ENST00000657773.1,Non-coding,0.1045429
ENST00000602433.1,Non-coding,0.080718644
ENST00000442839.5,Non-coding,0.49272016
ENST00000418985.1,Non-coding,0.30182397
ENST00000444042.2,Non-coding,0.22888716
ENST00000429328.2,Non-coding,0.28118843
ENST00000422216.1,Non-coding,0.35408732
ENST00000420876.1,Coding,0.5495207
ENST00000445551.1,Coding,0.9406173
ENST00000454285.2,Non-coding,0.06904627
ENST00000438589.1,Non-coding,0.35039097
ENST00000445070.1,Non-coding,0.22662818
ENST00000635446.1,Non-coding,0.2255584
ENST00000456803.5,Non-coding,0.15482369
ENST00000439795.1,Non-coding,0.09670996
ENST00000455238.1,Non-coding,0.048567608
ENST00000622918.1,Non-coding,0.2914427
ENST00000640049.1,Non-coding,0.32477012
ENST00000431986.2,Non-coding,0.22925341
ENST00000606809.1,Coding,0.54222256
ENST00000624985.1,Non-coding,0.367914
ENST00000671560.1,Non-coding,0.010859255
ENST00000663662.1,Coding,0.57830757
ENST00000456002.2,Non-coding,0.02116588
ENST00000420071.1,Non-coding,0.14997736
ENST00000457061.1,Non-coding,0.16955435
ENST00000622945.1,Non-coding,0.04190442
ENST00000442477.1,Non-coding,0.031264074
ENST00000440897.1,Non-coding,0.4788134
ENST00000641749.1,Non-coding,0.30980268
ENST00000641180.1,Non-coding,0.023019472
ENST00000641951.1,Non-coding,0.033940792
ENST00000641628.1,Non-coding,0.1478333
ENST00000642061.1,Non-coding,0.038398165
ENST00000641957.1,Non-coding,0.07411309
ENST00000661441.1,Non-coding,0.06833614
ENST00000641188.1,Non-coding,0.13631773
ENST00000641192.1,Non-coding,0.026755992
ENST00000642132.1,Non-coding,0.03978873
ENST00000641778.1,Non-coding,0.2517104
ENST00000686764.1,Coding,0.54818875
ENST00000424664.1,Non-coding,0.35772008
ENST00000366181.2,Coding,0.6534866
ENST00000422306.2,Coding,0.77154803
ENST00000564479.5,Non-coding,0.37450364
ENST00000568425.1,Non-coding,0.20405377
ENST00000424246.1,Non-coding,0.046631914
ENST00000415031.1,Non-coding,0.46036857
ENST00000426017.1,Coding,0.7101786
ENST00000629102.1,Coding,0.8365726
ENST00000588291.1,Non-coding,0.22794028
ENST00000586761.2,Non-coding,0.12690003
ENST00000591675.1,Non-coding,0.02868245
ENST00000607338.1,Non-coding,0.1013251
ENST00000425802.1,Coding,0.9849187
ENST00000428794.1,Non-coding,0.03726757
ENST00000606527.1,Non-coding,0.1182107
ENST00000661897.1,Non-coding,0.25953802
ENST00000607321.1,Non-coding,0.030952299
ENST00000446786.2,Non-coding,0.22506535
ENST00000447867.1,Non-coding,0.12240756
ENST00000439621.1,Coding,0.8172109
ENST00000629810.1,Non-coding,0.4204322
ENST00000452466.1,Coding,0.75499266
ENST00000569869.1,Non-coding,0.3465746
ENST00000458151.2,Coding,0.873475
ENST00000655937.1,Non-coding,0.30914354
ENST00000664677.1,Coding,0.6822581
ENST00000432653.1,Non-coding,0.040735405
ENST00000421637.1,Non-coding,0.27866644
ENST00000446686.1,Non-coding,0.32768577
ENST00000445039.2,Coding,0.803199
ENST00000647620.1,Non-coding,0.13358052
ENST00000429099.1,Non-coding,0.17270747
ENST00000669809.1,Non-coding,0.35754585
ENST00000449958.1,Non-coding,0.32684317
ENST00000624679.1,Coding,0.696175
ENST00000623663.2,Coding,0.6988428
ENST00000361350.5,Non-coding,0.19534619
ENST00000426901.1,Non-coding,0.06443905
ENST00000447150.1,Non-coding,0.48494467
ENST00000664270.1,Non-coding,0.07599799
ENST00000433377.1,Non-coding,0.06710787
ENST00000416119.1,Non-coding,0.06687578
ENST00000450503.1,Non-coding,0.30115715
ENST00000658428.1,Coding,0.7219265
ENST00000689429.1,Non-coding,0.30877438
ENST00000415336.1,Coding,0.97791904
ENST00000443284.1,Non-coding,0.46746266
ENST00000436033.1,Coding,0.56386495
ENST00000455380.5,Non-coding,0.45316127
ENST00000433690.1,Non-coding,0.29158285
ENST00000641973.1,Non-coding,0.044427533
ENST00000641734.1,Coding,0.63668495
ENST00000641226.1,Non-coding,0.29408622
ENST00000641453.1,Non-coding,0.13414422
ENST00000436960.1,Non-coding,0.32448325
ENST00000643232.1,Non-coding,0.04132826
ENST00000451250.1,Non-coding,0.44256917
ENST00000643167.1,Non-coding,0.41663328
ENST00000646341.1,Non-coding,0.19185895
ENST00000422374.1,Non-coding,0.1514098
ENST00000634769.1,Non-coding,0.37139216
ENST00000671349.1,Non-coding,0.4250226
ENST00000670738.1,Non-coding,0.4948376
ENST00000659410.1,Non-coding,0.16347632
ENST00000424357.1,Non-coding,0.22887711
ENST00000646266.1,Non-coding,0.054063648
ENST00000661225.1,Non-coding,0.020534772
ENST00000671520.1,Non-coding,0.11643866
ENST00000648749.1,Non-coding,0.048330184
ENST00000666111.1,Non-coding,0.046754904
ENST00000455010.1,Non-coding,0.026156323
ENST00000458145.2,Non-coding,0.13839403
ENST00000671610.1,Non-coding,0.33890173
ENST00000635532.1,Non-coding,0.28364277
ENST00000665254.1,Non-coding,0.29964077
ENST00000435828.1,Non-coding,0.08574469
ENST00000641611.1,Non-coding,0.18730113
ENST00000641333.1,Non-coding,0.026994895
ENST00000641349.1,Non-coding,0.076477684
ENST00000641348.1,Non-coding,0.030684823
ENST00000641565.1,Non-coding,0.06936262
ENST00000641302.1,Non-coding,0.0635223
ENST00000641355.1,Non-coding,0.052079275
ENST00000641914.1,Non-coding,0.116911285
ENST00000642031.1,Non-coding,0.4674613
ENST00000641766.1,Coding,0.5940741
ENST00000641445.1,Non-coding,0.44877318
ENST00000641155.1,Non-coding,0.14385411
ENST00000641177.1,Non-coding,0.38738993
ENST00000641838.1,Coding,0.62487507
ENST00000569425.3,Non-coding,0.35645467
ENST00000642068.1,Non-coding,0.47523656
ENST00000641942.1,Coding,0.7152123
ENST00000642120.1,Coding,0.57066923
ENST00000641442.1,Non-coding,0.21712239
ENST00000641502.1,Non-coding,0.46501353
ENST00000641594.1,Non-coding,0.2717559
ENST00000641035.1,Coding,0.69743526
ENST00000641876.1,Coding,0.7588836
ENST00000641752.1,Non-coding,0.17021044
ENST00000451914.2,Coding,0.6955352
ENST00000670778.1,Coding,0.55796945
ENST00000690755.1,Coding,0.7014923
ENST00000663880.1,Non-coding,0.20434338
ENST00000669154.1,Coding,0.69366765
ENST00000662108.1,Coding,0.6212874
ENST00000653637.1,Non-coding,0.44334307
ENST00000635434.1,Coding,0.8399753
ENST00000425435.1,Non-coding,0.044627443
ENST00000417420.1,Coding,0.7566837
ENST00000422038.1,Non-coding,0.027224073
ENST00000585589.5,Non-coding,0.22312824
ENST00000416598.2,Non-coding,0.13096562
ENST00000592753.5,Non-coding,0.17149578
ENST00000585576.5,Non-coding,0.3629967
ENST00000608806.1,Non-coding,0.2138953
ENST00000610197.1,Non-coding,0.34295243
ENST00000420811.2,Non-coding,0.11940415
ENST00000432897.5,Non-coding,0.100708455
ENST00000434141.1,Non-coding,0.1556506
ENST00000667877.1,Non-coding,0.08462754
ENST00000610175.1,Non-coding,0.12877214
ENST00000608833.1,Non-coding,0.29057047
ENST00000591882.1,Non-coding,0.3945393
ENST00000587466.5,Non-coding,0.34451655
ENST00000588227.5,Non-coding,0.3563323
ENST00000592898.5,Coding,0.55340856
ENST00000590080.5,Non-coding,0.43897802
ENST00000588058.5,Non-coding,0.26789376
ENST00000592838.5,Non-coding,0.2008998
ENST00000591523.5,Non-coding,0.14146715
ENST00000591173.5,Non-coding,0.39326572
ENST00000457412.6,Non-coding,0.23001264
ENST00000627488.2,Non-coding,0.37317213
ENST00000628850.2,Coding,0.6788032
ENST00000628558.2,Non-coding,0.23847902
ENST00000586465.5,Non-coding,0.24280804
ENST00000608580.5,Non-coding,0.24408273
ENST00000609323.1,Non-coding,0.25874123
ENST00000419596.1,Non-coding,0.18584293
